77943	77943	SF4	3EUN_A	2009-08-18	1.05	2	83	P00208	572477.0	Allochromatium vinosum (strain ATCC 17899 / DSM 180 / NBRC 103801 / NCIMB 10441 / D)	1049	ALLOCHROMATIUM VINOSUM
10254	10254	3VU	4WZ4_A	2015-08-05	1.05	29	388	P24735	208964.0	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	208964	PSEUDOMONAS AERUGINOSA PAO1
5678	5678	TSN	5WGI_A	2017-12-06	1.05	440	798	F8W4B7			7955	DANIO RERIO
85012	85012	5RZ	5ETP_A	2016-05-04	1.05	1	159	P26281	83333.0	Escherichia coli (strain K12)	562	ESCHERICHIA COLI
108595	108595	BOG	4RWC_A	2015-10-14	1.05	25	46	O70632	130763.0	Influenza A virus (strain A/Hong Kong/156/1997 H5N1 genotype Gs/Gd)	130763	INFLUENZA A VIRUS
15366	15366	EQU	1OH0_A	2003-06-04	1.05	1	131	P07445	303.0	Pseudomonas putida	303	PSEUDOMONAS PUTIDA
57913	57913	CXS	4X2R_A	2014-12-24	1.05	1	247	C0W7K4			525246	ACTINOMYCES UROGENITALIS DSM 15434
54344	54344	1PS	4XQE_A	2016-01-27	1.06	3	476	O32323	1079.0	Blastochloris viridis	1079	BLASTOCHLORIS VIRIDIS
944	944	V90	5OGJ_A	2018-08-01	1.06	1	262	Q8N1Q1	9606.0	Homo sapiens	9606	HOMO SAPIENS
82322	82322	F5C	4ZA8_A	2015-06-17	1.06	1	500	A2QHE5	425011.0	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	5061	ASPERGILLUS NIGER
58462	58462	M65	6T0K_A	2020-10-14	1.06	1	428	P9WPP3	83332.0	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332	MYCOBACTERIUM TUBERCULOSIS H37RV
101021	101021	1DF	4QRN_C	2014-08-06	1.068	1	351	Q2GA79			279238	NOVOSPHINGOBIUM AROMATICIVORANS
107436	107436	NHE	3VGI_A	2012-09-12	1.07	1	319	Q9V2T0			2261	PYROCOCCUS FURIOSUS
55932	55932	SM3	2FFY_A	2006-03-28	1.07	20	377	P00811	83333.0	Escherichia coli (strain K12)	562	ESCHERICHIA COLI
2943	2943	6T5	5KH9_A	2016-07-27	1.07	1109	1213	Q9UBN7	9606.0	Homo sapiens	9606	HOMO SAPIENS
93274	93274	9NW	6TM9_A	2020-07-22	1.07	1	266	Q9K2N0			287	PSEUDOMONAS AERUGINOSA
87475	87475	CEO	2ZQ9_A	2009-07-28	1.07	30	291	Q47066	562.0	Escherichia coli	562	ESCHERICHIA COLI
109090	109090	NQS	4PE0_A	2014-11-05	1.08	1	92	P02638	9913.0	Bos taurus	9913	BOS TAURUS
100864	100864	SNP	6EKZ_A	2018-12-12	1.08	44	371	B9W4V6	1973307.0	Cyclocybe aegerita	5400	AGROCYBE AEGERITA
81673	81673	PLP	1W23_A	2004-12-22	1.08	2	361	Q9RME2	1445.0	Alkalihalobacillus alcalophilus	1445	BACILLUS ALCALOPHILUS
54188	54188	SFW	7AZ2_A	2021-06-16	1.08	1	248	P31947	9606.0	Homo sapiens	9606	HOMO SAPIENS
2587	2587	78W	5LVO_A	2016-10-19	1.09	50	359	O15530	9606.0	Homo sapiens	9606	HOMO SAPIENS
70105	70105	CUB	1N62_B	2002-12-18	1.09	1	809	P19919	504832.0	Afipia carboxidovorans (strain ATCC 49405 / DSM 1227 / KCTC 32145 / OM5)	504832	OLIGOTROPHA CARBOXIDOVORANS
19821	19821	BSO	4QMC_A	2014-07-30	1.09	1	121	P59071	8707.0	Daboia russelii	97228	DABOIA RUSSELLII PULCHELLA
51107	51107	LW3	8AEC_A	2022-10-12	1.09	2	329	P68400	9606.0	Homo sapiens	9606	HOMO SAPIENS
87463	87463	U6Z	7NB9_A	2021-07-21	1.09	1	240	P17117	83333.0	Escherichia coli (strain K12)	83333	ESCHERICHIA COLI (STRAIN K12)
82587	82587	RTL	1KT6_A	2003-06-03	1.098	1	183	P18902	9913.0	Bos taurus	9913	BOS TAURUS
30805	30805	P34	7SKI_A	2022-04-13	1.099	36	214	P04977	257313.0	Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251)	520	BORDETELLA PERTUSSIS
67602	67602	ISC	3TG2_A	2012-08-29	1.1	1	215	P0C6D3	243277.0	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	666	VIBRIO CHOLERAE
58834	58834	3NK	4A29_A	2012-11-07	1.1	1	247	Q06121	273057.0	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2)	32630	SYNTHETIC CONSTRUCT
67664	67664	CXS	3OBL_B	2010-10-20	1.1	2	133	C0STD7			1160	PLANKTOTHRIX AGARDHII
67558	67558	P23	5XTL_A	2018-04-25	1.1	1	677	P34736	322104.0	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545)	322104	SCHEFFERSOMYCES STIPITIS CBS 6054
99357	99357	SF4	6DTV_A	2018-12-12	1.1	316	512	P20457	559292.0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	4932	SACCHAROMYCES CEREVISIAE
18686	18686	1PS	4URF_B	2015-07-08	1.1	1	248	Q5P8S7			76114	AROMATOLEUM AROMATICUM EBN1
88181	88181	5VT	5FAH_A	2016-10-26	1.1	30	253	P49862	9606.0	Homo sapiens	9606	HOMO SAPIENS
12502	12502	JP5	6R1D_A	2019-08-07	1.1	1	124	A4TVL0			431944	MAGNETOSPIRILLUM GRYPHISWALDENSE MSR-1
61779	61779	HFN	4PF3_A	2014-11-26	1.1	712	984	P08235	9606.0	Homo sapiens	9606	HOMO SAPIENS
6212	6212	WY4	1ONG_A	2003-12-09	1.1	22	286	P0AD64	573.0	Klebsiella pneumoniae	573	KLEBSIELLA PNEUMONIAE
62674	62674	J54	2V35_A	2008-06-24	1.1	27	266	P00772	9823.0	Sus scrofa	9823	SUS SCROFA
7495	7495	QL2	3I06_A	2009-12-15	1.1	123	337	P25779	5693.0	Trypanosoma cruzi	5693	TRYPANOSOMA CRUZI
56645	56645	CWK	4CST_A	2015-02-25	1.1	22	180	P08191	83333.0	Escherichia coli (strain K12)	83333	ESCHERICHIA COLI K-12
41306	41306	Y31	5S98_A	2021-02-17	1.1	1315	1440	Q8WWQ0	9606.0	Homo sapiens	9606	HOMO SAPIENS
81564	81564	B9Z	6ESM_A	2018-05-16	1.1	110	444	P14780	9606.0	Homo sapiens	9606	HOMO SAPIENS
89062	89062	FJ8	6H10_A	2020-01-29	1.1	1	342	Q6B0I6	9606.0	Homo sapiens	9606	HOMO SAPIENS
15431	15431	OVA	2GZ5_A	2006-05-23	1.1	81	384	P53582	9606.0	Homo sapiens	9606	HOMO SAPIENS
5618	5618	KJK	6SP6_A	2020-01-22	1.1	11	272	A0A223A5J4			562	ESCHERICHIA COLI
27567	27567	HS4	3F17_A	2008-11-18	1.1	106	263	P39900	9606.0	Homo sapiens	9606	HOMO SAPIENS
52022	52022	CZH	1QV1_A	2003-11-11	1.1	1	195	Q27709	32570.0	Obelia longissima	32570	OBELIA LONGISSIMA
98044	98044	PLP	8SA9_A	2023-04-12	1.1	1	395	A0A0H3FMF8			1028307	KLEBSIELLA AEROGENES KCTC 2190
63540	63540	C6S	5FQ9_A	2016-08-17	1.1	20	266	P14489	287.0	Pseudomonas aeruginosa	287	PSEUDOMONAS AERUGINOSA
50812	50812	2HR	1YS1_X	2005-05-17	1.1	45	364	P22088	292.0	Burkholderia cepacia	292	BURKHOLDERIA CEPACIA
30033	30033	5XE	5FG6_A	2016-02-03	1.1	563	688	O95696	9606.0	Homo sapiens	9606	HOMO SAPIENS
7122	7122	L8T	7G0E_A	2023-06-14	1.11	1	135	Q01469	9606.0	Homo sapiens	9606	HOMO SAPIENS
76536	76536	HYO	6TTN_A	2020-03-18	1.12	34	347	Q6EZB3			35625	DATURA METEL
75658	75658	LU2	4QXV_B	2015-06-03	1.12	21	147	P02766	9606.0	Homo sapiens	9606	HOMO SAPIENS
61740	61740	N8L	8AOJ_A	2022-09-28	1.12	1	360	P28482	9606.0	Homo sapiens	9606	HOMO SAPIENS
89639	89639	SM2	1YM1_A	2005-04-26	1.12	29	291	Q9L5C8			562	ESCHERICHIA COLI
48027	48027	8ET	5N1F_A	2018-02-28	1.12	1	351	P25321	10029.0	Cricetulus griseus	10029	CRICETULUS GRISEUS
44695	44695	QU6	8BOM_A	2023-03-08	1.12	596	900	P29317	9606.0	Homo sapiens	9606	HOMO SAPIENS
104548	104548	I18	4J74_A	2013-08-07	1.12	20	105	P56273	8355.0	Xenopus laevis	8355	XENOPUS LAEVIS
94783	94783	VH7	7JR8_B	2021-05-26	1.13	1	199	O60760	9606.0	Homo sapiens	9606	HOMO SAPIENS
84027	84027	MKO	8AJ3_A	2022-11-23	1.13	19	147	P00698	9031.0	Gallus gallus	9031	GALLUS GALLUS
32318	32318	HG	5GTQ_A	2016-11-09	1.13	1	308	Q95YI4			7054	PHOTINUS PYRALIS
67280	67280	XZJ	7LF3_A	2022-05-04	1.13	229	281	P09215	10116.0	Rattus norvegicus	10116	RATTUS NORVEGICUS
56929	56929	ZRP	7N03_A	2021-11-03	1.13	1	156	P36639	9606.0	Homo sapiens	9606	HOMO SAPIENS
15419	15419	EI9	6U09_B	2019-10-23	1.13	28	217	P63073	10090.0	Mus musculus	10090	MUS MUSCULUS
35499	35499	SF4	6N4L_A	2019-02-13	1.13	2	290	P00459	354.0	Azotobacter vinelandii	354	AZOTOBACTER VINELANDII
11308	11308	768	3HNB_M	2010-01-19	1.14	2189	2347	P00451	9606.0	Homo sapiens	9606	HOMO SAPIENS
41189	41189	6V8	7Q11_A	2022-04-13	1.14	30	290	A0A0H3H219			573	KLEBSIELLA PNEUMONIAE
94360	94360	QMW	6ZNV_A	2020-08-26	1.14	178	291	Q86U86	9606.0	Homo sapiens	9606	HOMO SAPIENS
17027	17027	CF8	6F2N_A	2018-10-03	1.149	31	257	P04190	1396.0	Bacillus cereus	1396	BACILLUS CEREUS
33210	33210	FSO	1UPX_A	2003-12-02	1.15	2	545	Q01770	525146.0	Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949 / MB)	876	DESULFOVIBRIO DESULFURICANS
51974	51974	F3S	4UQL_A	2014-10-29	1.15	50	314	P18187	878.0	Solidesulfovibrio fructosivorans	878	DESULFOVIBRIO FRUCTOSOVORANS
30431	30431	8AI	7W2P_A	2022-10-05	1.15	82	147	Q16637	9606.0	Homo sapiens	9606	HOMO SAPIENS
19127	19127	PLP	3A8U_X	2009-11-10	1.15	1	449	P28269	303.0	Pseudomonas putida	303	PSEUDOMONAS PUTIDA
49459	49459	3GK	6BU3_A	2018-06-13	1.15	17	278	B5LY47			562	ESCHERICHIA COLI
69325	69325	PLP	2DKJ_A	2007-04-24	1.15	1	407	Q5SI56	300852.0	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	300852	THERMUS THERMOPHILUS
52201	52201	BOG	3M73_A	2010-05-12	1.15	15	328	P44741	71421.0	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	727	HAEMOPHILUS INFLUENZAE
20589	20589	PLP	4BEU_A	2014-01-15	1.15	24	407	Q9KSE5	243277.0	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	666	VIBRIO CHOLERAE
51323	51323	CXS	1Z70_X	2005-07-22	1.15	73	374	Q8NBK3	9606.0	Homo sapiens	9606	HOMO SAPIENS
52011	52011	4R3	7P2N_A	2022-07-20	1.16	1	220	P0AES6	83333.0	Escherichia coli (strain K12)	83333	ESCHERICHIA COLI (STRAIN K12)
32030	32030	N6L	4UDW_H	2015-08-26	1.16	364	621	P00734	9606.0	Homo sapiens	9606	HOMO SAPIENS
72668	72668	U58	7BNB_A	2022-03-02	1.16	81	451	Q6P988	9606.0	Homo sapiens	9606	HOMO SAPIENS
35079	35079	NV7	5RWW_A	2020-11-11	1.16	397	857	Q92835	9606.0	Homo sapiens	9606	HOMO SAPIENS
103156	103156	JQX	7ZPG_A	2022-09-21	1.16	1	303	Q99685	9606.0	Homo sapiens	9606	HOMO SAPIENS
55641	55641	GGU	7TAB_A	2022-08-17	1.16	1448	1575	P51532	9606.0	Homo sapiens	9606	HOMO SAPIENS
86965	86965	POY	3ARX_A	2011-04-20	1.16	22	597	Q9AMP1			669	VIBRIO HARVEYI
67183	67183	BOG	4AL0_A	2013-02-06	1.16	1	152	O14684	9606.0	Homo sapiens	9606	HOMO SAPIENS
87928	87928	C9G	6B1K_A	2018-01-03	1.17	2	115	P14174	9606.0	Homo sapiens	9606	HOMO SAPIENS
101967	101967	FHR	7DNC_A	2021-05-05	1.17	1	183	B8YLW0			39054	HUMAN ENTEROVIRUS 71
6371	6371	SF4	5FEW_A	2016-04-06	1.17	2	348	Q9X0Z6	243274.0	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	2336	THERMOTOGA MARITIMA
70888	70888	U9W	7NGG_C	2022-02-23	1.17	1	216	P9WMC1	83332.0	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1773	MYCOBACTERIUM TUBERCULOSIS
74618	74618	YND	7LWE_A	2022-03-09	1.17	1	129	P41182	9606.0	Homo sapiens	9606	HOMO SAPIENS
95010	95010	J7B	6TS4_A	2020-07-08	1.17	388	625	P03951	9606.0	Homo sapiens	9606	HOMO SAPIENS
61083	61083	8RT	5NAT_A	2018-03-21	1.17	26	253	P00746	9606.0	Homo sapiens	9606	HOMO SAPIENS
15055	15055	M4K	6SZX_B	2020-03-04	1.17	345	509	Q96MU7	9606.0	Homo sapiens	9606	HOMO SAPIENS
37694	37694	3PQ	4WK7_A	2014-12-10	1.17	213	439	O75173	9606.0	Homo sapiens	9606	HOMO SAPIENS
83070	83070	NHE	5V6J_A	2017-08-16	1.179	19	130	G3BK00			56187	COPRINUS COMATUS
7366	7366	3LF	5J41_A	2016-11-30	1.18	2	210	P09211	9606.0	Homo sapiens	9606	HOMO SAPIENS
33749	33749	NHE	3W4O_A	2013-05-15	1.18	31	295	H7C785			272560	BURKHOLDERIA PSEUDOMALLEI
98630	98630	B0A	5Q22_A	2018-08-08	1.18	698	1040	Q6PJP8	9606.0	Homo sapiens	9606	HOMO SAPIENS
40629	40629	NL7	6P0I_B	2020-03-04	1.18	1	178	P11233	9606.0	Homo sapiens	9606	HOMO SAPIENS
25747	25747	F3S	3AYX_D	2011-10-12	1.18	41	323	F2Z6J5			28885	HYDROGENOVIBRIO MARINUS
109747	109747	5VO	5F6R_B	2015-12-23	1.18	1	172	Q8ZG80	632.0	Yersinia pestis	214092	YERSINIA PESTIS CO92
32786	32786	DST	5INJ_A	2016-05-11	1.186	1	385	A0A182DWE5			1429103	STREPTOMYCES SP. RM-5-8
16390	16390	3DH	3DHY_B	2008-09-09	1.19	1	495	P9WGV3	83332.0	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1773	MYCOBACTERIUM TUBERCULOSIS
86529	86529	NHE	7NZA_A	2021-07-07	1.19	16	162	A0A7M7KVA6			109461	VARROA DESTRUCTOR
67147	67147	O41	6P7Z_A	2020-01-15	1.19	1	428	Q9H7B4	9606.0	Homo sapiens	9606	HOMO SAPIENS
